/home/samuele.angheben/vr_env/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
Loaded dataset with categories: ['Faces', 'Faces_easy', 'Leopards', 'Motorbikes', 'accordion', 'airplanes', 'anchor', 'ant', 'barrel', 'bass', 'beaver', 'binocular', 'bonsai', 'brain', 'brontosaurus', 'buddha', 'butterfly', 'camera', 'cannon', 'car_side', 'ceiling_fan', 'cellphone', 'chair', 'chandelier', 'cougar_body', 'cougar_face', 'crab', 'crayfish', 'crocodile', 'crocodile_head', 'cup', 'dalmatian', 'dollar_bill', 'dolphin', 'dragonfly', 'electric_guitar', 'elephant', 'emu', 'euphonium', 'ewer', 'ferry', 'flamingo', 'flamingo_head', 'garfield', 'gerenuk', 'gramophone', 'grand_piano', 'hawksbill', 'headphone', 'hedgehog', 'helicopter', 'ibis', 'inline_skate', 'joshua_tree', 'kangaroo', 'ketch', 'lamp', 'laptop', 'llama', 'lobster', 'lotus', 'mandolin', 'mayfly', 'menorah', 'metronome', 'minaret', 'nautilus', 'octopus', 'okapi', 'pagoda', 'panda', 'pigeon', 'pizza', 'platypus', 'pyramid', 'revolver', 'rhino', 'rooster', 'saxophone', 'schooner', 'scissors', 'scorpion', 'sea_horse', 'snoopy', 'soccer_ball', 'stapler', 'starfish', 'stegosaurus', 'stop_sign', 'strawberry', 'sunflower', 'tick', 'trilobite', 'umbrella', 'watch', 'water_lilly', 'wheelchair', 'wild_cat', 'windsor_chair', 'wrench', 'yin_yang']
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.42it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.64it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.60it/s]
Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
[prompt1] Example 26: label=Faces, prediction=name tag [✗ WRONG]
[prompt1] Example 27: label=Faces, prediction=Tie [✗ WRONG]
[prompt1] Example 28: label=Faces, prediction=Tie [✗ WRONG]
[prompt1] Example 29: label=Faces, prediction=Tie [✗ WRONG]
[prompt1] Example 30: label=Faces, prediction=tie [✗ WRONG]
[prompt1] Example 31: label=Faces, prediction=tie [✗ WRONG]
[prompt1] Example 32: label=Faces, prediction=Tie [✗ WRONG]
[prompt1] Example 33: label=Faces, prediction=Monitor [✗ WRONG]
[prompt1] Example 34: label=Faces, prediction=person [✗ WRONG]
[prompt1] Example 35: label=Faces, prediction=spatula [✗ WRONG]
[prompt1] Example 36: label=Faces, prediction=sink [✗ WRONG]
[prompt1] Example 37: label=Faces, prediction=oven [✗ WRONG]
[prompt1] Example 38: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 39: label=Faces, prediction=Man with beard. [✗ WRONG]
[prompt1] Example 40: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 41: label=Faces, prediction=Man with goatee. [✗ WRONG]
[prompt1] Example 42: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 43: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 44: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 45: label=Faces, prediction=Bookshelf. [✗ WRONG]
[prompt1] Example 46: label=Faces, prediction=window [✗ WRONG]
[prompt1] Example 47: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 48: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 49: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 50: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 51: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 52: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 53: label=Faces, prediction=CDs [✗ WRONG]
[prompt1] Example 54: label=Faces, prediction=Man with beard. [✗ WRONG]
[prompt1] Example 55: label=Faces, prediction=book [✗ WRONG]
[prompt1] Example 56: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 57: label=Faces, prediction=beard [✗ WRONG]
[prompt1] Example 58: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 59: label=Faces, prediction=Book [✗ WRONG]
[prompt1] Example 60: label=Faces, prediction=Man [✗ WRONG]
[prompt1] Example 61: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 62: label=Faces, prediction=baseball player [✗ WRONG]
[prompt1] Example 63: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 64: label=Faces, prediction=Man, white shirt, bathroom sign. [✗ WRONG]
[prompt1] Example 65: label=Faces, prediction=Shelf [✗ WRONG]
[prompt1] Example 66: label=Faces, prediction=Picture frame [✗ WRONG]
[prompt1] Example 67: label=Faces, prediction=bookshelf [✗ WRONG]
[prompt1] Example 68: label=Faces, prediction=book [✗ WRONG]
[prompt1] Example 69: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 70: label=Faces, prediction=Monitor [✗ WRONG]
[prompt1] Example 71: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 72: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 73: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 74: label=Faces, prediction=Poster board. [✗ WRONG]
[prompt1] Example 75: label=Faces, prediction=book [✗ WRONG]
[prompt1] Example 76: label=Faces, prediction=map [✗ WRONG]
[prompt1] Example 77: label=Faces, prediction=clock [✗ WRONG]
[prompt1] Example 78: label=Faces, prediction=Baby crib [✗ WRONG]
[prompt1] Example 79: label=Faces, prediction=pearl necklace [✗ WRONG]
[prompt1] Example 80: label=Faces, prediction=Buddha statue [✗ WRONG]
[prompt1] Example 81: label=Faces, prediction=pearl necklace [✗ WRONG]
[prompt1] Example 82: label=Faces, prediction=Pearl necklace [✗ WRONG]
[prompt1] Example 83: label=Faces, prediction=pearl necklace [✗ WRONG]
[prompt1] Example 84: label=Faces, prediction=Window [✗ WRONG]
[prompt1] Example 85: label=Faces, prediction=person [✗ WRONG]
[prompt1] Example 86: label=Faces, prediction=clock [✗ WRONG]
[prompt1] Example 87: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 88: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 89: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 90: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 91: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 92: label=Faces, prediction=Map [✗ WRONG]
[prompt1] Example 93: label=Faces, prediction=Hand gesture. [✗ WRONG]
[prompt1] Example 94: label=Faces, prediction=man pointing at head [✗ WRONG]
[prompt1] Example 95: label=Faces, prediction=book [✗ WRONG]
[prompt1] Example 96: label=Faces, prediction=phone [✗ WRONG]
[prompt1] Example 97: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 98: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 99: label=Faces, prediction=woman [✗ WRONG]
[prompt1] Example 100: label=Faces, prediction=Person [✗ WRONG]
[prompt1] Example 101: label=Faces, prediction=Person [✗ WRONG]
[prompt1] Example 102: label=Faces, prediction=Painting [✗ WRONG]
[prompt1] Example 103: label=Faces, prediction=light bulb [✗ WRONG]
[prompt1] Example 104: label=Faces, prediction=Water cooler. [✗ WRONG]
[prompt1] Example 105: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 106: label=Faces, prediction=chair [✗ WRONG]
[prompt1] Example 107: label=Faces, prediction=Monitor [✗ WRONG]
[prompt1] Example 108: label=Faces, prediction=directory sign [✗ WRONG]
[prompt1] Example 109: label=Faces, prediction=computer monitor [✗ WRONG]
[prompt1] Example 110: label=Faces, prediction=hat [✗ WRONG]
[prompt1] Example 111: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 112: label=Faces, prediction=hat [✗ WRONG]
[prompt1] Example 113: label=Faces, prediction=chair [✗ WRONG]
[prompt1] Example 114: label=Faces, prediction=man [✗ WRONG]
[prompt1] Example 115: label=Faces, prediction=Man with short hair. [✗ WRONG]
[prompt1] Example 116: label=Faces, prediction=Person, Female, Black Hair [✗ WRONG]
[prompt1] Example 117: label=Faces, prediction=Poster [✗ WRONG]
[prompt1] Example 118: label=Faces, prediction=person [✗ WRONG]
[prompt1] Example 119: label=Faces, prediction=phone [✗ WRONG]
[prompt1] Example 120: label=Faces, prediction=computer monitor [✗ WRONG]
[prompt1] Example 121: label=Faces, prediction=Poster [✗ WRONG]
[prompt1] Example 122: label=Faces, prediction=door handle [✗ WRONG]
[prompt1] Example 123: label=Faces, prediction=box [✗ WRONG]
[prompt1] Example 124: label=Faces, prediction=Monitor [✗ WRONG]
[prompt1] Example 125: label=Faces, prediction=Poster [✗ WRONG]
[prompt1] Example 126: label=Faces, prediction=Poster [✗ WRONG]
[prompt1] Example 127: label=Faces, prediction=File cabinet. [✗ WRONG]
[prompt1] Example 128: label=Faces, prediction=door [✗ WRONG]
[prompt1] Example 129: label=Faces, prediction=Woman with dark hair and light blue shirt. [✗ WRONG]
[prompt1] Example 130: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 131: label=Leopards, prediction=cheetahs [✗ WRONG]
[prompt1] Example 132: label=Leopards, prediction=animal [✗ WRONG]
[prompt1] Example 133: label=Leopards, prediction=Cheetah. [✗ WRONG]
[prompt1] Example 134: label=Leopards, prediction=Cheetah. [✗ WRONG]
[prompt1] Example 135: label=Leopards, prediction=Cheetah standing in grass. [✗ WRONG]
[prompt1] Example 136: label=Leopards, prediction=Cheetahs. [✗ WRONG]
[prompt1] Example 137: label=Leopards, prediction=Cheetah [✗ WRONG]
[prompt1] Example 138: label=Leopards, prediction=animal, cheetah, wild [✗ WRONG]
[prompt1] Example 139: label=Leopards, prediction=Cheetahs. [✗ WRONG]
[prompt1] Example 140: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 141: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 142: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 143: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 144: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 145: label=Leopards, prediction=animal [✗ WRONG]
[prompt1] Example 146: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 147: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 148: label=Leopards, prediction=animal, leopard, wild. [✗ WRONG]
[prompt1] Example 149: label=Leopards, prediction=Leopard in tree. [✗ WRONG]
[prompt1] Example 150: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 151: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 152: label=Leopards, prediction=animal, leopard, wild [✗ WRONG]
[prompt1] Example 153: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 154: label=Leopards, prediction=animal, leopard, wild cat [✗ WRONG]
[prompt1] Example 155: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 156: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 157: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 158: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 159: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 160: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 161: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 162: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 163: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 164: label=Leopards, prediction=Cheetahs. [✗ WRONG]
[prompt1] Example 165: label=Leopards, prediction=Cheetahs. [✗ WRONG]
[prompt1] Example 166: label=Leopards, prediction=Cheetah. [✗ WRONG]
[prompt1] Example 167: label=Leopards, prediction=Cheetah. [✗ WRONG]
[prompt1] Example 168: label=Leopards, prediction=animal, cheetah, running. [✗ WRONG]
[prompt1] Example 169: label=Leopards, prediction=Leopard in tree. [✗ WRONG]
[prompt1] Example 170: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 171: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 172: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 173: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 174: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 175: label=Leopards, prediction=animal, leopard, tree [✗ WRONG]
[prompt1] Example 176: label=Leopards, prediction=Leopard in tree. [✗ WRONG]
[prompt1] Example 177: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 178: label=Leopards, prediction=Leopard climbing tree. [✗ WRONG]
[prompt1] Example 179: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 180: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 181: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 182: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 183: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 184: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 185: label=Leopards, prediction=animal, leopard, wild cat [✗ WRONG]
[prompt1] Example 186: label=Leopards, prediction=Panther. [✗ WRONG]
[prompt1] Example 187: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 188: label=Leopards, prediction=Panther. [✗ WRONG]
[prompt1] Example 189: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt1] Example 190: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 191: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 192: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 193: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 194: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 195: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 196: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 197: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 198: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 199: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 200: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 201: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 202: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 203: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 204: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 205: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 206: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 207: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 208: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 209: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 210: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 211: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 212: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 213: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 214: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 215: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 216: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 217: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 218: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 219: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 220: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 221: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 222: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 223: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 224: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 225: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 226: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 227: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 228: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 229: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 230: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 231: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 232: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 233: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 234: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 235: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 236: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 237: label=Motorbikes, prediction=Motorcycle model. [✗ WRONG]
[prompt1] Example 238: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 239: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 240: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 241: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 242: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 243: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 244: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 245: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 246: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 247: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 248: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 249: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 250: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 251: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 252: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 253: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 254: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 255: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 256: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 257: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 258: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 259: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 260: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 261: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 262: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 263: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 264: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 265: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 266: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 267: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 268: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 269: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 270: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 271: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 272: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 273: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 274: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 275: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 276: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 277: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 278: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 279: label=Motorbikes, prediction=Motorcycle, saddlebags, windshield, exhaust pipe, handlebars. [✗ WRONG]
[prompt1] Example 280: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 281: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 282: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 283: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 284: label=Motorbikes, prediction=Motorcycle, dirt bike, off-road bike. [✗ WRONG]
[prompt1] Example 285: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 286: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 287: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 288: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 289: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 290: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 291: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 292: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 293: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 294: label=Motorbikes, prediction=Motorcycle, dog, tree. [✗ WRONG]
[prompt1] Example 295: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 296: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 297: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 298: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 299: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 300: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 301: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 302: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 303: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 304: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt1] Example 305: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 306: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 307: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 308: label=Motorbikes, prediction=motorcycle [✗ WRONG]
[prompt1] Example 309: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 310: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt1] Example 311: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
